DBLP'title,DBLP'authors,DBLP'venue,DBLP'year,ACM'title,ACM'authors,ACM'venue,ACM'year
U27+Oy2px+Py867r5v1t+s25+Qv6x+N55n!6+0v7u+Q!1nzvp+f75v3v1t,Xn?8uvx2+Z2tvB+Zn6n58+Xv7685rtn0n,iYQO,.**$,Hot Block Clustering for Disk Arrays with Dynamic Striping,"Kazuhiko Mogi, Masaru Kitsuregawa",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
Rssvpvr17+6purzr6+s25+zn1ntv1t+z8y7v9r56v21kZY+q2p8zr176,fu8-ln2+Puvr1B+Pn5y2+mn1v2y2B+in66vyv6+WA+g6275n6,iYQO+WA,",__,",Efficient schemes for managing multiversionXML documents,"S.-Y. Chien, V. J. Tsotras, C. Zaniolo",Very Large Data Bases,2002
P21p855r1p!+n1q+erp29r5!+s25+V1qr +g5rr6,Qn9vq+OA+Y2zr7B+Or77!+fny?or5t,iYQO+WA,.**^,Concurrency and recovery for index trees,"David Lomet, Betty Salzberg",Very Large Data Bases,1997
Rssvpvr17y!+38oyv6uv1t+5ryn7v21ny+qn7n+n6+kZY+q2p8zr176,O58pr+TA+Yv1q6n!B+Unzvq+cv5nur6uB+Or57u2yq+erv10nyqB+Zvpunry+WA+Pn5r!B+evz21+On55B+Wn!n9ry+fun1z8tn681qn5nzB+R8tr1r+WA+furxv7n,iYQO+WA,",__.",Efficiently publishing relational data as XML documents,"Jayavel Shanmugasundaram, Eugene Shekita, Rimon Barr, Michael Carey, Bruce Lindsay, Hamid Pirahesh, Berthold Reinwald",Very Large Data Bases,2001
c5rqn725M+N+er6285pr+s25+Qn7non6r+er6rn5pu,c5n9rr1+fr6unq5v,fVTZbQ+P21sr5r1pr,.-**&,PREDATOR: a resource for database research,Praveen Seshadri,ACM SIGMOD Record ,1998
Z8y7v-Qvzr16v21ny+Qn7non6r+Nyy2pn7v21+s25+cn5nyyry+Qn7n+jn5ru286r6,U2ytr5+Zä57r16B+R5un5q+enuzB+gu2zn6+f7öu5,iYQO,",___",Multi-Dimensional Database Allocation for Parallel Data Warehouses,"Thomas St&#246;hr, Holger M&#228;rtens, Erhard Rahm",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000
Sn67+v1p5rzr17ny+znv17r1n1pr+2s+n3352 vzn7r+uv672t5nz6,iv60n1n7u+c226nynB+cuvyyv3+OA+Tvoo216B+l266v+Zn7vn6,NPZ+g5n16A+Qn7non6r+f!67A,",__,",Fast incremental maintenance of approximate histograms,"Phillip B. Gibbons, Yossi Matias, Viswanath Poosala",ACM Transactions on Database Systems (TODS) ,2002
Y25rM+N+Qn7non6r+Zn1ntrzr17+f!67rz+s25+frzv6758p785rq+Qn7n,e2!+T2yqzn1B+fr5tr+Nov7ro28yB+Wr11vsr5+jvq2zB+Qnyyn1+d8n66B+Wn621+ZpU8tu,fVTZbQ+P21sr5r1pr,.**^,Lore: a database management system for semistructured data,"Jason McHugh, Serge Abiteboul, Roy Goldman, Dallas Quass, Jennifer Widom",ACM SIGMOD Record ,1997
N+gn 212z!+s25+frp85r+bowrp7-b5vr17rq+Qn7non6r6,fron67vnn1+UA+921+f2yz6B+Zn57v1+fA+byv9vr5,NPZ+g5n16A+Qn7non6r+f!67A,.**#,A taxonomy for secure object-oriented databases,"Martin S. Olivier, Sebastiaan H. von Solms",ACM Transactions on Database Systems (TODS) ,1994
Uvtu-P21p855r1p!+Y2pxv1t+v1+e-g5rr6,Q28tyn6+On1x6B+Zn5pry+X251npxr5,iYQO,.**$,High-Concurrency Locking in R-Trees,"Marcel Kornacker, Douglas Banks",Very Large Data Bases,1995
N+Z217r+Pn5y2+nyt25v7uz+s25+sn67+352wrp7v9r+py867r5v1t,Zvpunry+W21r6B+cn1xnw+XA+Ntn50nyB+gA+ZA+Z85nyvB+Prpvyvn+Zntqnyr1n+c52p23v8p,fVTZbQ+erp25q,",__,",A Monte Carlo algorithm for fast projective clustering,"Cecilia M. Procopiuc, Michael Jones, Pankaj K. Agarwal, T. M. Murali",International Conference on Management of Data,2002
h3qn7v1t+kZY,Qn1vry+fA+jryqB+mnpun5!+TA+V9r6B+Vt25+gn7n5v129B+Ny21+lA+Unyr9!,fVTZbQ+erp25q,",__.",Updating XML,"Igor Tatarinov, Zachary G. Ives, Alon Y. Halevy, Daniel S. Weld",International Conference on Management of Data,2001
gur25!+2s+qr3r1qr1pr+9ny8r6,e26n+Zr2,NPZ+g5n16A+Qn7non6r+f!67A,",___",Theory of dependence values,Rosa Meo,ACM Transactions on Database Systems (TODS) ,2000
Q!1nzvp+z8y7vqvzr16v21ny+uv672t5nz6,cv275+V1q!xB+f8qv372+T8unB+av7v1+gun3r5B+avpx+X28qn6,fVTZbQ+erp25q,",__,",Dynamic multidimensional histograms,"Nitin Thaper, Sudipto Guha, Piotr Indyk, Nick Koudas",International Conference on Management of Data,2002
Yrn51v1t+no287+qn7n+v17rt5n7v21+punyyr1tr6+s52z+qn!+21r,Ny21+lA+Unyr9!,fVTZbQ+erp25q,",__;",Learning about data integration challenges from day one,Alon Y. Halevy,ACM SIGMOD Record ,2003
Uvr5n5puvr6+n1q+eryn7v9r+b3r5n7256+v1+7ur+bYNc+R19v521zr17,Zn85v?v2+ensn1ryyvB+Rynuru+c285noon6,fVTZbQ+P21sr5r1pr,",___", ,"Elaheh Pourabbas, Maurizio Rafanelli",ACM SIGMOD Record ,2000
Uvtu+Yr9ry+V1qr v1t+2s+h6r5-Qrsv1rq+g!3r6,O5vn1+gA+g5n1B+W!u-Ur51t+Pu20B+Zvpuryyr+W28B+Wrn1+T5n1qo2v6B+l81+jn1tB+l28-Puv1+S8uB+jrvq21t+Pur1B+ary621+Zr1q21çn+Zn7726,iYQO,.***,High Level Indexing of User-Defined Types,"Weidong Chen, Jyh-Herng Chow, You-Chin Fuh, Jean Grandbois, Michelle Jou, Nelson Mendon&#231;a Mattos, Brian T. Tran, Yun Wang",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1999
P217r 78nyv?v1t+7ur+V1s25zn7v21+f3npr+v1+Srqr5n7rq+Qvtv7ny+Yvo5n5vr6,Wr52r1+U233r1o5280r56B+Zvxr+cA+cn3n?2ty28,fVTZbQ+erp25q,.-***,Contextualizing the information space in federated digital libraries,"M. P. Papazoglou, J. Hoppenbrouwers",ACM SIGMOD Record ,1999
cvp2QOZfM+fpnyv1t+q201+qn7non6r+7rpu1v48r6+s25+7ur+6zn57pn5q,cn75vpx+inyq85vr?B+cuvyv33r+c8pur5nyB+Pu5v6723ur+O2ov1rn8B+Y8p+O28tn1vz,iYQO+WA,",__.",PicoDBMS: Scaling down database techniques for the smartcard,"Philippe Pucheral, Luc Bouganim, Patrick Valduriez, Christophe Bobineau",Very Large Data Bases,2001
en1tr+d8r5vr6+v1+bYNc+Qn7n+P8or6,Puv1t-gvr1+U2B+enxr6u+Nt5n0nyB+avz52q+Zrtvqq2B+enznx5v6u1n1+f5vxn17,fVTZbQ+P21sr5r1pr,.**^,Range queries in OLAP data cubes,"Ching-Tien Ho, Rakesh Agrawal, Nimrod Megiddo, Ramakrishnan Srikant",International Conference on Management of Data,1997
N1+b3r1+f725ntr+f!67rz+s25+No675np7+bowrp76,Y8xn6+eryy!B+f7r3ur1+Oy277B+Un16-Wö5t+fpurx,fVTZbQ+P21sr5r1pr,.**%,An open abstract-object storage system,"Stephen Blott, Lukas Relly, Hans-J&#246;rg Schek",International Conference on Management of Data,1996
N+Qn7n+Z2qry+n1q+Qn7n+f758p785r6+s25+Z29v1t+bowrp76+Qn7non6r6,Zn5x86+fpu1rvqr5B+R15vp2+an5qryyvB+Y8pn+S25yv??vB+enys+Un57z87+Tü7v1t,fVTZbQ+P21sr5r1pr,",___",A data model and data structures for moving objects databases,"Luca Forlizzi, Ralf Hartmut G&#252;ting, Enrico Nardelli, Markus Schneider",International Conference on Management of Data,2000
gur+kkY+6rn5pu+r1tv1rM+5n1xrq+5r75vr9ny+2s+kZY+qn7n+86v1t+v1qr r6+n1q+2172y2tvr6,N1wn+gur2onyqB+Tr5un5q+jrvx8z,fVTZbQ+P21sr5r1pr,",__,",The XXL search engine: ranked retrieval of XML data using indexes and ontologies,"Anja Theobald, Gerhard Weikum",International Conference on Management of Data,2002
nzqoM+N1+Nppr66+Zr7u2q+Qro8ttv1t+g22y,W26r3u+ZA+Uryyr567rv1B+Zru8y+NA+funuB+Zn5pry+X251npxr5,fVTZbQ+P21sr5r1pr,.**&,AMDB: an access method debugging tool,"Marcel Kornacker, Mehul Shah, Joseph M. Hellerstein",International Conference on Management of Data,1998
N8525nM+N+Qn7n+f75rnz+Zn1ntrzr17+f!67rz,ar6vzr+gn7o8yB+Qn1vry+WA+NonqvB+PA+R50v1B+N185nt+Zn6xr!B+Zv7pu+Pur51vnpxB+Nyr +en6v1B+Pu5v67vn1+P219r!B+NA+fv1tr5B+Rq8n5q2+SA+Tny9r?B+eA+ln1B+ht85+Çr7v17rzryB+lv1t+kv1tB+f7n1yr!+OA+mq21vxB+Zvpunry+f721ro5nxr5B+Q21nyq+Pn51r!B+ZA+Un7281,fVTZbQ+P21sr5r1pr,",__;",Aurora: a data stream management system,"D. Abadi, D. Carney, U. &#199;etintemel, M. Cherniack, C. Convey, C. Erwin, E. Galvez, M. Hatoun, A. Maskey, A. Rasin, A. Singer, M. Stonebraker, N. Tatbul, Y. Xing, R. Yan, S. Zdonik",International Conference on Management of Data,2003
jjj-hQXM+N+jro-on6rq+R19v521zr17ny+Zr7n-V1s25zn7v21+f!67rz,e8q2ys+Yrtn7B+N51r+X26puryB+N1q5rr+Xrv7ryB+enys+X5nzr5B+Pyn8qvn+e2yxr5B+enys+avx2ynvB+cr7r5+PA+Y2pxrzn11B+X215nq+mv5z,fVTZbQ+erp25q,.**^,WWW-UDK: a web-based environmental meta-information system,"Ralf Kramer, Ralf Nicholai, Arne Koschel, Claudia Rolker, Peter Lockemann, Andree Keitel, Rudolf Legat, Konrad Tirm",ACM SIGMOD Record ,1997
b3r5n7v1t+f!67rz+R 7r16v216+s25+7ur+gr5nqn7n+cn5nyyry+iYQO,f25n1n+enov129vpvB+W2u1+Pn72??v,iYQO,",__.",Operating System Extensions for the Teradata Parallel VLDB,"John Catozzi, Sorana Rabinovici",Very Large Data Bases,2001
N3352 vzn7r+P2z387n7v21+2s+Z8y7vqvzr16v21ny+Ntt5rtn7r6+2s+f3n56r+Qn7n+h6v1t+jn9ryr76,Zv1+jn1tB+Wrss5r!+fp277+iv77r5,fVTZbQ+erp25q,.***,Approximate computation of multidimensional aggregates of sparse data using wavelets,"Jeffrey Scott Vitter, Min Wang",International Conference on Management of Data,1999
N1+V1752q8p7v21+72+f3n7vny+Qn7non6r+f!67rz6,enys+Un57z87+Tü7v1t,iYQO+WA,.**#,An introduction to spatial database systems,Ralf Hartmut G&#252;ting,Very Large Data Bases,1994
U20+f!67rz+..+fdY+fr59r5+Orpnzr+Sn67,gA+XA+er1tn5nwn1,iYQO,.**%,How System 11 SQL Server Became Fast,T. K. Rengarajan,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996
Qrnqy2px+Qr7rp7v21+v1+Qv675vo87rq+Qn7non6r+f!67rz6M+N+ar0+Nyt25v7uz+n1q+n+P2z3n5n7v9r+cr5s25zn1pr+N1ny!6v6,Nys216+Xrz3r5B+Ru8q+T8qr6B+an7nyvwn+X5v92xn3vp,iYQO+WA,.***,Deadlock detection in distributed database systems: a new algorithm and a comparative performance analysis,"Natalija Krivokapi&#263;, Alfons Kemper, Ehud Gudes",Very Large Data Bases,1999
eryn7v21ny+qn7n+6un5v1t+v1+3rr5-on6rq+qn7n+zn1ntrzr17+6!67rz6,Or1t+Puv1+b2vB+ln1sr1t+fu8B+Xvn1-Yrr+gn1,fVTZbQ+P21sr5r1pr,",__;",Relational data sharing in peer-based data management systems,"Beng Chin Ooi, Yanfeng Shu, Kian-Lee Tan",ACM SIGMOD Record ,2003
l285+Zrqvn7256+arrq+Qn7n+P219r56v21=,f23uvr+Py8r7B+Xn7n5?!1n+fzntnB+Wé5ôzr+fvzé21B+Pyn8qr+Qry2ory,fVTZbQ+erp25q,.**&, ,"Sophie Cluet, Claude Delobel, J&#233;r&#466;me Sim&#233;on, Katarzyna Smaga",International Conference on Management of Data,1998
Rssvpvr17+6vzvyn5v7!+6rn5pu+s25+zn5xr7+on6xr7+qn7n,Nyr n1q526+an12328y26B+ln11v6+Zn12y2328y26,iYQO+WA,",__,",Efficient similarity search for market basket data,"Alexandros Nanopoulos, Yannis Manolopoulos",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002
erny+O86v1r66+c52pr66v1t+Zrr76+7ur+jro,Wnzr6+Pu21t,fVTZbQ+P21sr5r1pr,.**&, ,James Chong,International Conference on Management of Data,1998
N+Qn7non6r+N3352npu+72+d8nyv7!+2s+fr59vpr+f3rpvsvpn7v21+v1+ivqr2+Qn7non6r6,Z2un1q-fnvq+UnpvqB+Ryv6n+Or57v12B+Nuzrq+XA+Ryzntn5zvq,fVTZbQ+P21sr5r1pr,",__;",A database approach to quality of service specification in video databases,"Elisa Bertino, Ahmed K. Elmagarmid, Mohand-Sa&#239;d Hacid",ACM SIGMOD Record ,2003
g!3r-Purpxv1t+bdY+d8r5vr6+V1+7ur+bQZT+g!3r+f!67rz6,f8nq+Nyntvp,NPZ+g5n16A+Qn7non6r+f!67A,.***,Type-checking OQL queries in the ODMG type systems,Suad Alag&#237;c,ACM Transactions on Database Systems (TODS) ,1999
gur+Tn5yvp+c52wrp7,Zn1v6u+N5!nB+Zn5!+g25x+e27uB+Yn85n+ZA+Unn6B+W2npuvz+gu2zn6+VVB+Zvpunry+WA+Pn5r!B+Rq0n5q+YA+jvzzr56B+cr7r5+ZA+fpu0n5?B+jvyyvnz+SA+P2q!B+e21nyq+Sntv1,fVTZbQ+P21sr5r1pr,.**%,The Garlic project,"M. Tork Roth, M. Arya, L. Haas, M. Carey, W. Cody, R. Fagin, P. Schwarz, J. Thomas, E. Wimmers",International Conference on Management of Data,1996
Q21'7+Or+Yn?!B+Or+P216v67r17M+c267t5r6-eB+N+ar0+jn!+72+Vz3yrzr17+Qn7non6r+er3yvpn7v21,Or77v1n+XrzzrB+T867n92+Ny2162,iYQO,",___","Don't Be Lazy, Be Consistent: Postgres-R, A New Way to Implement Database Replication","Bettina Kemme, Gustavo Alonso",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000
bowrp7+Qn7non6r+R92y87v21+h6v1t+fr3n5n7v21+2s+P21pr516,cr7r5+fn0!r5B+N0nv6+en6uvq,fVTZbQ+P21sr5r1pr,",___",Object database evolution using separation of concerns,"Awais Rashid, Peter Sawyer",ACM SIGMOD Record ,2000
f833y!+Punv1+V1s5n6758p785r6M+f!67rz+V17rt5n7v21+n1q+V1s25zn7v21+fun5v1t,Zvpunry+bA+OnyyB+Y28v4n+en6puvqB+Zr1t+ZnB+mur1t!v1t+mun2,fVTZbQ+erp25q,",__,",Supply chain infrastructures: system integration and information sharing,"Michael O. Ball, Meng Ma, Louiqa Raschid, Zhengying Zhao",ACM SIGMOD Record ,2002
jun7+jvyy+Or+-+O22x+er9vr0,cn8y+jA+cA+WA+T5rsr1,fVTZbQ+P21sr5r1pr,",__,",What will be,Michael Dertouzos,ACM SIGMOD Record ,2002
g8725vnyM+n33yvpn7v21+6r59r56+n1q+n662pvn7rq+7rpu12y2tvr6,PA+Z2un1,fVTZbQ+erp25q,",__,",Tutorial: application servers and associated technologies,C. Mohan,International Conference on Management of Data,2002
"Z2qryv1t+fxr0rq+Qv675vo87v21+h6v1t+Z8y7vs5np7ny6+n1q+7ur+`&_-,_'+Yn0",No5nunz+fvyor56pun7?B+Pu5v6726+Sny287626B+l266v+Zn7vn6,iYQO,.**%,Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Christos Faloutsos, Yossi Matias, Abraham Silberschatz",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996
R1un1prq+U!3r57r 7+Pn7rt25v?n7v21+h6v1t+U!3r5yv1x6,O!521+Q2zB+cv275+V1q!xB+f28zr1+Punx5non57v,fVTZbQ+P21sr5r1pr,.**&,Enhanced hypertext categorization using hyperlinks,"Soumen Chakrabarti, Byron Dom, Piotr Indyk",International Conference on Management of Data,1998
N+P216r1686+Ty266n5!+2s+grz325ny+Qn7non6r+P21pr376,fun6uv+XA+TnqvnB+Pu5v67vn1+fA+Wr16r1B+cn75vpx+WA+Un!r6B+enzr?+Ryzn65vB+f86uvy+Wnw2qvnB+Wnzr6+Pyvss25q,fVTZbQ+erp25q,.**#,A consensus glossary of temporal database concepts,"Curtis Dyreson, Fabio Grandi, Wolfgang K&#228;fer, Nick Kline, Nikos Lorentzos, Yannis Mitsopoulos, Angelo Montanari, Daniel Nonen, Elisa Peressi, Barbara Pernici, John F. Roddick, Nandlal L. Sarda, Maria Rita Scalas, Arie Segev, Richard Thomas Snodgrass, Mike D. Soo, Abdullah Tansel, Paolo Tiberio, Gio Wiederhold",ACM SIGMOD Record ,1994
f3n7vny+b3r5n7256,Ryv6r2+Pyrzr17v1vB+cn2yv12+Qv+Sryvpr,fVTZbQ+P21sr5r1pr,",___",Spatial operators,"Eliseo Clementini, Paolino Di Felice",ACM SIGMOD Record ,2000
"Zn1ntv1t+n+QO,+cn5nyyry+Rqv7v21+Qn7non6r",Tvyyr6+Srp7rn8,iYQO,.**$,Managing a DB2 Parallel Edition Database,Gilles Fecteau,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
Vz3yrzr17v1t+Qn7n+P8or6+Rssvpvr17y!,N1n1q+enwn5nzn1B+Wrss5r!+QA+hyyzn1B+ir1x!+Un5v1n5n!n1,fVTZbQ+P21sr5r1pr,.**%,Implementing data cubes efficiently,"Venky Harinarayan, Anand Rajaraman, Jeffrey D. Ullman",International Conference on Management of Data,1996
jroSvy7r5M+N+Uvtu-7u528tu387+kZY-on6rq+c8oyv6u+n1q+f8o6p5vor+f!67rz,S5n1ç2v6r+Sno5r7B+Qr11v6+fun6unB+Un16-N512+Wnp2o6r1B+S5n1ç2v6+Yyv5on7B+W2ã2+cr5rv5n,iYQO,",__.",WebFilter: A High-throughput XML-based Publish and Subscribe System,"Jo&#227;o Pereira, Fran&#231;oise Fabret, Hans-Arno Jacobsen, Fran&#231;ois Llirbat, Dennis Shasha",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001
P23!+Qr7rp7v21+Zrpun1v6z6+s25+Qvtv7ny+Q2p8zr176,Urp725+Tn5pvn-Z2yv1nB+fr5tr!+O5v1B+Wnzr6+Qn9v6,fVTZbQ+P21sr5r1pr,.**$,Copy detection mechanisms for digital documents,"Sergey Brin, James Davis, H&#233;ctor Garc&#237;a-Molina",International Conference on Management of Data,1995
V1sy8r1pr+fr76+On6rq+21+er9r56r+arn5r67+arvtuo25+d8r5vr6,fA+Z87u8x5v6u1n1B+Syv3+X251,fVTZbQ+P21sr5r1pr,",-___",Influence sets based on reverse nearest neighbor queries,"Flip Korn, S. Muthukrishnan",International Conference on Management of Data,2000
N+fv1tyr+cn66+P2z387v1t+R1tv1r+s25+V17r5np7v9r+N1ny!6v6+2s+iYQO6,grq+Zvunyv6v1,iYQO,.**&,A Single Pass Computing Engine for Interactive Analysis of VLDBs,Ted Mihalisin,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998
g8725vnyM+YQNc+Qv5rp725!+fr59vpr6+-+W867+N127ur5+Qn7non6r+N33yvpn7v21:,N1n1q+Qr6u3n1qrB+fu5vqun5+fu8xyn,fVTZbQ+erp25q,",___",LDAP directory services- just another database application? (tutorial session),"Shridhar Shukla, Anand Deshpande",International Conference on Management of Data,2000
Qv675vo87rq+c52pr66v1t+29r5+f7n1q-ny21r+f!67rz6+n1q+N33yvpn7v216,Pyn86+Untr1B+Un16-Wö5t+fpurxB+T867n92+Ny2162B+Zn5x86+g5r6pu,iYQO,.**^,Distributed Processing over Stand-alone Systems and Applications,"Gustavo Alonso, Claus Hagen, Hans-J&#246;rg Schek, Markus Tresch",Very Large Data Bases,1997
Z2ovyr+P2z387v1t+n1q+Qn7non6r6M+N1!7uv1t+ar0:,Zn5tn5r7+UA+Q81unzB+Noqry6nynz+Uryny,fVTZbQ+P21sr5r1pr,.**$,Mobile computing and databases: anything new?,"Margaret H. Dunham, Abdelsalam Helal",ACM SIGMOD Record ,1995
R1tv1rr5v1t+Srqr5n7rq+V1s25zn7v21+f!67rz6M+er3257+2s+RSVf+'**+j25x6u23,Sèyv +fny725B+h0r+U2ur167rv1B+enys-Qr7yrs+X876purB+jvyuryz+Un66ryo5v1tB+T817r5+fnnxrB+f7rsn1+P215nqB+Zn5x+e2n175rr,fVTZbQ+P21sr5r1pr,.***,Engineering federated information systems: report of EEFIS '99 workshop,"S. Conrad, W. Hasselbring, U. Hohenstein, R.-D. Kutsche, M. Roantree, G. Saake, F. Saltor",ACM SIGMOD Record ,1999
b1+N33y!v1t+Un6u+Svy7r56+72+Vz3529v1t+7ur+R rp87v21+2s+Z8y7v-W2v1+d8r5vr6,cuvyv3+fA+l8B+Zv1t-f!n1+Pur1B+U8v-V+U6vn2,iYQO+WA,.-**^,On applying hash filters to improving the execution of multi-join queries,"Ming-Syan Chen, Hui-I Hsiao, Philip S. Yu",Very Large Data Bases,1997
Qn7non6r+Qr6vt1+0v7u+P2zz21+fr16r+O86v1r66+ern621v1t+n1q+Yrn51v1t,Qrono5n7n+Qr!B+e2tr5+UA+YA+Puvn1tB+fun1xn5+f81qn5r6n1B+e2or57+PA+T2yq67rv1B+irqn+PA+f725r!,NPZ+g5n16A+Qn7non6r+f!67A,.**^,Database design with common sense business reasoning and learning,"Veda C. Storey, Roger H. L. Chiang, Debabrata Dey, Robert C. Goldstein, Shankar Sudaresan",ACM Transactions on Database Systems (TODS) ,1997
P225qv1n7v1t+onpx83/5rp29r5!+n1q+qn7n+p216v67r1p!+or70rr1+qn7non6r+n1q+svyr+6!67rz6,PA+Z2un1B+V1qr53ny+an5n1tB+f83n51n+Oun77npun5!nB+Xn5r1+O5n1121B+U8v-V+U6vn2B+Znunqr9n1+f8o5nzn1vn1,fVTZbQ+erp25q,",-__,",Coordinating backup/recovery and data consistency between database and file systems,"Suparna Bhattacharya, C. Mohan, Karen W. Brannon, Inderpal Narang, Hui-I Hsiao, Mahadevan Subramanian",International Conference on Management of Data,2002
d8r5!+o!+U8zzv1t+-+v1+Np7v21+0v7u+v76+grpu12y2t!+er9rnyrq,l81!8r+mu8B+kvn2wvn1+mun2B+Qr11v6+fun6un,fVTZbQ+P21sr5r1pr,",__;",Query by humming: in action with its technology revealed,"Yunyue Zhu, Dennis Shasha, Xiaojian Zhao",International Conference on Management of Data,2003
V1s2zn67r5M+N1+V1s25zn7v21+V17rt5n7v21+f!67rz,N57u85+ZA+Xryyr5B+Zvpunry+eA+Tr1r6r5r7uB+byv9r5+ZA+Q86puxn,fVTZbQ+P21sr5r1pr,.-**^,Infomaster: an information integration system,"Michael R. Genesereth, Arthur M. Keller, Oliver M. Duschka",International Conference on Management of Data,1997
V17rt5n7v1t+eryvnoyr+Zrz25!+v1+Qn7non6r6,cr7r5+ZA+Pur1B+jrr+grpx+at,iYQO,.**^,Integrating Reliable Memory in Databases,"Wee Teck Ng, Peter M. Chen",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997
N5puv9v1t+6pvr17vsvp+qn7n,fn1wrr9+Xun11nB+cr7r5+O81rzn1B+jn1t+Puvr0+gn1B+Xrv6uv+gnwvzn,fVTZbQ+erp25q,",__,",Archiving scientific data,"Peter Buneman, Sanjeev Khanna, Keishi Tajima, Wang-Chiew Tan",International Conference on Management of Data,2002
cn5nyyry+Zv1v1t+Nyt25v7uz6+s25+Tr1r5nyv?rq+N662pvn7v21+e8yr6+0v7u+Pyn66vsvpn7v21+Uvr5n5pu!,Zn6n58+Xv7685rtn0nB+gnxnuvx2+fuv17n1v,fVTZbQ+P21sr5r1pr,.**&,Parallel mining algorithms for generalized association rules with classification hierarchy,"Takahiko Shintani, Masaru Kitsuregawa",International Conference on Management of Data,1998
d8r5!+R9ny8n7v21+v1+Qrq8p7v9r+Qn7non6r6+0v7u+Ny7r51n7v1t+Sv 32v17+frzn17vp6,jrvq21t+Pur1,NPZ+g5n16A+Qn7non6r+f!67A,.**$,Query evaluation in deductive databases with alternating fixpoint semantics,Weidong Chen,ACM Transactions on Database Systems (TODS) ,1995
jro+pnpuv1t+s25+qn7non6r+n33yvpn7v216+0v7u+b5npyr+jro+Pnpur,W25qn1+cn5xr5B+Wr66r+N1721B+mur1t+mr1tB+Yn05r1pr+Wnp2o6B+gvr+mu21tB+kvn1t+Yv8,fVTZbQ+erp25q,",__,",Web caching for database applications with Oracle Web Cache,"Jesse Anton, Lawrence Jacobs, Xiang Liu, Jordan Parker, Zheng Zeng, Tie Zhong",International Conference on Management of Data,2002
N33yvpn7v21+2s+bbQO+n1q+fTZY+grpu1v48r6+v1+gr 7+Qn7non6rM+N1+Ryrp7521vp+Qvp7v21n5!+f!67rz,Wvn1+mun1t,fVTZbQ+erp25q,.**$,Application of OODB and SGML techniques in text database: an electronic dictionary system,Jian Zhang,ACM SIGMOD Record ,1995
PbZZVkM+720n5q6+rssrp7v9r+0ro+v1s25zn7v21+r 75np7v21B+v17rt5n7v21+n1q+48r5!+n160r5v1t,W81+Tn2B+Wvn1+crvB+gr1twvn2+jn1tB+fuv0rv+gn1tB+l84v1t+j8B+Q21t4v1t+ln1t,fVTZbQ+erp25q,",__,","COMMIX: towards effective web information extraction, integration and query answering","Tengjiao Wang, Shiwei Tang, Dongqing Yang, Jun Gao, Yuqing Wu, Jian Pei",International Conference on Management of Data,2002
Pyv2M+N+frzv-N872zn7vp+g22y+S25+fpurzn+Zn33v1t,Yn85n+ZA+Unn6B+er1ér+WA+Zvyyr5B+Zn85vpv2+NA+Ur51á1qr?,fVTZbQ+P21sr5r1pr,",__.",Clio: a semi-automatic tool for schema mapping,"Mauricio A. Hern&#225;ndez, Ren&#233;e J. Miller, Laura M. Haas",International Conference on Management of Data,2001
N+P21pr378ny+N5puv7rp785r+s25+frzn17vp+jro+R1noyrq+jro+fr59vpr6,Qvr7r5+Sr16ryB+Nyr n1qr5+ZnrqpurB+Pu5v6723u+O866yr5,fVTZbQ+erp25q,",__,",A conceptual architecture for semantic web enabled web services,"Christoph Bussler, Dieter Fensel, Alexander Maedche",ACM SIGMOD Record ,2002
P217r 7-on6rq+35rsr7pu+-+n1+237vzv?n7v21+s25+vz3yrzr17v1t+2owrp76+21+5ryn7v216,Qn9vq+fu877B+cuvyv3+NA+Or5167rv1B+fun1xn5+cny,iYQO+WA,",___",Context-based prefetch - an optimization for implementing objects on relations,"Philip A. Bernstein, Shankar Pal, David Shutt",Very Large Data Bases,2000
jNeYbPXM+N+Qn7n+Nyy2pn7v21+g22y+s25+cn5nyyry+jn5ru286r6,gu2zn6+f7öu5B+R5un5q+enuz,iYQO,",__.",WARLOCK: A Data Allocation Tool for Parallel Warehouses,"Thomas St&#246;hr, Erhard Rahm",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001
f725ntr+n1q+er75vr9ny+2s+kZY+Qn7n+h6v1t+eryn7v21ny+Qn7non6r6,f85nwv7+Pun8qu85vB+X!86r2x+fuvz,iYQO,",__.",Storage and Retrieval of XML Data Using Relational Databases,"Surajit Chaudhuri, Kyuseok Shim",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001
