id,source,sched_dep_time,sched_arr_time
2343,helloflight,,
2344,flytecomm,,
2345,flights,,
2346,businesstravellogue,,
2347,flylouisville,,
2348,flightstats,4:16 PM,7:35 PM
2349,quicktrip,4:16 PM,7:35 PM
2350,flightview,,
2351,panynj,,
2352,gofox,,
2353,foxbusiness,,
2354,allegiantair,,
2355,boston,,
2356,orbitz,4:16 PM,7:35 PM
2357,weather,4:16 PM,7:35 PM
2358,den,4:16 PM,
2359,ord,4:16 PM,7:35 PM
2360,ifly,4:16 PM,7:35 PM
2361,flightarrival,,
2362,ua,11:08 PM,5:11 AM
2363,flightexplorer,,
2364,airtravelcenter,11:08 PM,5:11 AM
2365,myrateplan,11:08 PM,5:11 AM
2366,helloflight,11:08 PM,5:11 AM
2367,flytecomm,11:08 PM,5:11 AM
2368,flightaware,11:08 PM,5:08 AM
2369,wunderground,11:08 PM,5:08 AM
2370,flights,11:08 PM,5:11 AM
2371,businesstravellogue,11:08 PM,5:11 AM
2372,flylouisville,11:08 PM,5:11 AM
2373,flightstats,11:08 PM,5:11 AM
2374,quicktrip,11:08 PM,5:11 AM
2375,flightview,11:08 PM,5:11 AM
2376,panynj,11:08 PM,5:11 AM
2377,gofox,11:08 PM,5:11 AM
2378,foxbusiness,11:08 PM,5:11 AM
2379,allegiantair,11:08 PM,5:11 AM
2380,boston,11:08 PM,5:11 AM
2381,orbitz,11:08 PM,5:11 AM
2382,ord,11:08 PM,5:11 AM
2383,usatoday,11:08 PM,5:11 AM
2384,mytripandmore,11:08 PM,5:11 AM
2385,flightarrival,11:08 PM,5:11 AM
2386,ua,1:29 PM,4:17 PM
2387,flightexplorer,,
2388,airtravelcenter,1:29 PM,4:17 PM
2389,myrateplan,1:29 PM,4:17 PM
2390,helloflight,1:29 PM,4:17 PM
2391,flytecomm,1:29 PM,4:17 PM
2392,flightaware,1:29 PM,3:55 PM
2393,wunderground,1:29 PM,3:55 PM
2394,flights,,
2395,businesstravellogue,,
2396,flylouisville,,
2397,flightstats,1:29 PM,4:17 PM
2398,quicktrip,1:29 PM,4:17 PM
2399,flightview,,
2400,panynj,,
2401,gofox,,
2402,foxbusiness,,
2403,allegiantair,,
2404,boston,,
2405,orbitz,1:29 PM,4:17 PM
2406,flightarrival,1:29 PM,4:17 PM
2407,aa,10:45 AM,2:20 PM
2408,flightexplorer,,
2409,airtravelcenter,,
2410,myrateplan,,
2411,helloflight,,
2412,flytecomm,,
2413,flights,,
2414,businesstravellogue,,
2415,flylouisville,,
2416,flightview,,
2417,panynj,,
2418,gofox,,
2419,foxbusiness,,
2420,allegiantair,,
2421,boston,,
2422,travelocity,10:45 AM,2:20 PM
2423,orbitz,10:45 AM,2:20 PM
2424,weather,10:45 AM,2:20 PM
2425,usatoday,10:45 AM,2:20 PM
2426,CO,7:35 AM,9:21 AM
2427,airtravelcenter,7:35 AM,9:21 AM
2428,myrateplan,7:35 AM,9:21 AM
2429,helloflight,7:35 AM,9:21 AM
2430,flytecomm,7:35 AM,9:21 AM
2431,flightaware,7:35 AM,9:11 AM
2432,wunderground,7:35 AM,9:11 AM
2433,flights,,
2434,businesstravellogue,,
2435,flylouisville,,
2436,flightstats,7:35 AM,9:21 AM
2437,quicktrip,7:35 AM,9:21 AM
2438,flightview,,
2439,panynj,,
2440,gofox,,
2441,foxbusiness,,
2442,allegiantair,,
2443,boston,,
2444,orbitz,7:35 AM,9:21 AM
2445,flightarrival,,
